Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Tree
2117,38,108,66,362,306,Other
2094,37,85,43,351,313,Other
2055,26,30,11,335,335,Other
2044,14,0,0,331,350,Other
2110,19,216,106,362,541,Other
2031,34,42,11,256,691,Other
2029,41,120,94,268,511,Other
2304,28,255,108,892,741,Other
2300,27,277,119,912,767,Other
2282,20,335,84,840,854,Other
2035,23,210,56,390,450,Other
3281,15,395,54,4054,2271,Other
2889,15,90,25,2026,983,Other
2987,6,134,10,1410,1663,Other
2981,20,162,25,513,1282,Other
2389,22,268,27,992,799,Other
2338,25,339,17,990,750,Other
2081,2,0,0,1207,485,Other
2226,37,270,142,1284,636,Other
2333,27,90,43,845,631,Other
2339,29,210,49,741,525,Other
2137,40,124,86,402,272,Other
2114,37,95,63,390,277,Other
2067,35,42,16,371,295,Other
2013,36,95,65,285,553,Other
2314,21,277,118,700,499,Other
2313,25,218,117,841,661,Other
3267,21,553,40,4553,2061,Other
3286,9,379,59,3990,2330,Other
3302,9,573,80,3666,2532,Spruce
3385,28,674,262,3283,2801,Spruce
2760,5,60,-16,360,1020,Other
2769,9,240,14,1400,655,Other
3005,17,170,47,518,1507,Other
2981,14,90,14,228,480,Other
2719,18,30,11,1092,1348,Other
2906,9,162,25,1020,2105,Other
2088,1,0,0,350,540,Other
2135,32,319,77,335,764,Other
2131,26,335,73,350,785,Other
2314,24,430,-15,636,778,Other
2344,37,402,14,679,752,Other
2382,30,379,52,721,731,Other
2085,24,0,0,1215,503,Other
2079,2,0,0,1231,513,Other
2099,24,60,21,1266,537,Other
2220,37,270,136,1302,658,Other
2270,20,306,84,1211,745,Other
2282,40,361,-7,638,384,Other
2248,34,330,197,552,300,Other
2212,27,240,161,492,256,Other
2184,30,180,133,458,242,Other
2139,37,120,88,430,242,Other
2096,42,60,45,408,256,Other
2090,28,60,46,390,339,Other
2098,30,95,-12,366,765,Other
2068,38,134,69,335,541,Other
2081,32,277,102,450,470,Other
2995,9,190,18,1382,1657,Spruce
3049,20,283,58,124,1170,Other
2972,19,309,55,339,592,Other
2188,36,268,111,331,661,Other
2178,37,283,95,335,680,Other
2081,13,0,0,1240,532,Other
2084,8,30,0,1256,541,Other
2120,33,95,42,1308,577,Other
2172,33,182,100,1364,624,Other
2320,17,150,47,1087,837,Other
2314,23,67,20,927,664,Other
2295,37,390,217,616,319,Other
2198,29,210,147,499,218,Other
2183,32,180,132,484,212,Other
2161,35,150,110,470,210,Other
2144,34,120,93,457,212,Other
2095,41,60,44,437,228,Other
2068,35,30,17,430,242,Other
2298,16,242,100,845,859,Other
3267,14,306,40,4039,2347,Other
2809,26,592,54,1015,1266,Other
3025,17,361,20,295,1273,Other
2092,19,0,0,450,488,Other
2127,16,95,32,371,488,Other
2187,29,499,144,541,942,Other
2323,28,400,245,658,324,Other
2309,31,376,231,636,300,Other
2291,32,350,213,616,277,Other
2274,30,323,202,595,255,Other
2256,32,295,184,576,234,Other
2235,33,268,163,558,216,Other
2196,33,212,128,525,190,Other
2094,35,67,43,466,201,Other
2074,31,42,21,459,216,Other
2060,19,30,7,454,234,Other
2054,10,0,0,451,255,Other
2114,34,268,105,443,446,Other
3248,4,404,21,4421,2190,Other
3278,8,309,51,3946,2421,Other
2733,19,95,26,212,711,Spruce
2729,11,0,0,1091,1438,Other
2314,13,182,-10,90,722,Other
2343,34,474,13,764,825,Other
2073,11,30,-1,1276,582,Other
2076,9,0,0,1291,589,Other
2357,10,192,67,858,532,Other
2363,12,216,73,834,503,Other
2350,33,351,60,721,362,Other
2341,25,379,51,700,335,Other
2328,26,390,241,679,309,Other
2292,32,335,214,638,258,Other
2254,33,283,182,600,212,Other
2170,36,175,102,537,153,Other
2149,36,150,81,524,150,Other
2130,35,127,62,513,153,Other
2110,32,108,59,503,162,Other
2094,29,85,41,495,175,Other
2078,27,67,25,488,192,Other
2060,11,30,6,481,234,Other
2071,26,0,0,480,258,Other
2151,18,210,87,495,446,Other
2162,23,85,40,492,769,Other
2033,27,67,37,390,722,Other
2036,29,42,13,400,649,Other
2195,40,228,105,511,553,Other
2224,36,242,121,531,547,Other
2340,15,342,83,816,633,Other
2141,30,258,132,457,466,Other
2117,32,228,108,402,408,Other
3276,9,300,49,3912,2463,Other
3305,20,360,84,1917,3375,Spruce
2745,13,234,43,1718,306,Spruce
2872,18,285,37,1077,1756,Other
2879,15,256,24,1061,1841,Other
2118,23,30,7,594,484,Other
2121,25,30,3,573,470,Other
2118,21,0,0,553,457,Other
2249,27,319,165,420,573,Other
2246,33,339,163,421,594,Other
2237,34,361,160,424,616,Other
2079,16,30,6,1288,607,Other
2073,2,0,0,1302,612,Other
2202,31,210,124,1434,700,Other
2340,25,192,46,1101,789,Other
2354,9,212,60,876,524,Other
2358,15,234,68,853,495,Other
2366,17,258,76,830,466,Other
2380,27,335,90,764,379,Other
2364,32,362,74,743,351,Other
2280,35,323,202,661,242,Other
2252,31,268,174,624,192,Other
2211,38,216,139,592,150,Other
2184,38,190,112,577,134,Other
2161,37,162,89,564,124,Other
2140,36,134,72,552,120,Other
2103,30,85,35,532,134,Other
2075,24,42,10,518,170,Other
2063,9,30,0,514,192,Other
2064,16,0,0,511,216,Other
2196,23,175,35,616,671,Other
2035,28,30,12,430,674,Other
2178,36,190,88,516,589,Other
2132,27,201,123,390,400,Other
3247,4,417,20,4473,2223,Other
3310,20,391,89,1879,3416,Spruce
2997,12,360,83,1489,1470,Other
3036,15,306,56,424,1463,Other
2740,20,60,11,1008,1409,Other
2863,20,297,92,1048,1766,Other
2913,14,228,39,1006,1995,Other
2114,7,0,0,726,552,Other
2076,11,0,0,1329,641,Other
2083,23,30,10,1343,648,Other
2352,5,201,58,942,577,Other
2348,9,234,54,895,518,Other
2363,24,277,73,850,459,Other
2381,24,300,91,828,430,Other
2397,19,324,107,806,400,Other
2376,39,350,86,785,371,Other
2328,44,366,228,743,313,Other
2304,40,350,213,722,285,Other
2285,38,335,198,703,256,Other
2266,36,313,179,684,228,Other
2252,32,285,174,666,201,Other
2240,32,256,162,649,175,Other
2226,33,228,148,633,150,Other
2183,38,175,111,604,108,Other
2161,38,150,89,591,95,Other
2117,33,95,49,569,95,Other
2099,29,67,31,560,108,Other
2084,26,42,16,553,127,Other
2065,8,0,0,543,175,Other
2073,24,0,0,541,201,Other
2141,28,124,77,541,342,Other
2175,20,242,111,560,459,Other
2192,25,277,31,591,547,Other
2198,24,247,37,604,577,Other
2205,23,218,44,618,607,Other
2090,28,108,28,451,660,Other
2141,26,175,132,379,395,Other
3250,9,376,23,4439,2262,Other
3252,6,300,25,4350,2297,Other
3245,2,234,18,4261,2335,Other
2955,18,297,54,426,834,Other
2825,25,190,79,865,1291,Other
2810,29,162,64,890,1317,Other
2790,32,134,51,916,1343,Other
2771,29,108,32,942,1370,Other
2848,18,255,77,1026,1749,Other
2856,13,300,85,1012,1805,Other
2121,9,0,0,768,553,Other
2126,36,30,15,618,417,Other
2161,36,85,53,537,365,Other
2224,29,443,147,495,624,Other
2190,41,524,33,566,778,Other
2193,41,518,36,582,805,Other
2078,9,0,0,1342,666,Other
2320,11,339,36,1262,912,Other
2360,11,228,66,1107,752,Other
2365,21,212,71,1008,633,Other
2358,12,218,64,984,603,Other
2348,13,242,54,937,543,Other
2342,12,258,48,914,514,Other
2372,21,319,82,849,424,Other
2348,46,366,58,806,365,Other
2325,46,361,225,785,335,Other
2271,37,309,180,726,247,Other
2252,35,295,165,708,218,Other
2238,32,277,151,691,190,Other
2199,33,190,121,644,108,Other
2153,38,134,81,618,67,Other
2113,33,85,41,598,67,Other
2095,30,60,27,589,85,Other
2080,24,30,12,582,108,Other
2068,6,0,0,577,134,Other
2073,18,0,0,573,162,Other
2290,34,134,61,1024,850,Other
2254,34,108,56,964,891,Other
3252,8,335,25,4406,2301,Other
3227,34,371,104,2683,3132,Other
3175,15,30,-12,2242,3290,Spruce
2963,26,190,45,297,778,Other
2958,24,216,45,339,808,Other
2944,19,277,43,408,858,Other
2943,17,277,88,433,876,Other
2927,11,270,72,558,997,Other
2916,11,270,61,616,1064,Other
2904,12,272,49,658,1110,Other
2741,13,0,0,1033,1489,Other
2821,20,170,59,1025,1678,Other
2848,16,258,77,990,1788,Other
2371,24,350,46,210,778,Other
2431,22,390,135,330,886,Other
2130,6,0,0,957,603,Other
2126,7,0,0,882,601,Other
2128,11,0,0,858,603,Other
2235,28,467,152,524,607,Other
2076,3,0,0,1356,693,Other
2170,28,175,95,1473,752,Other
2189,33,201,108,1489,765,Other
2310,22,400,238,1355,876,Other
2343,12,283,49,1173,811,Other
2349,15,268,55,1148,781,Other
2353,15,256,59,1123,751,Other
2362,20,247,68,1099,721,Other
2378,18,242,84,1074,691,Other
2384,11,240,90,1050,661,Other
2368,26,242,74,1026,631,Other
2354,22,247,60,1003,601,Other
2347,20,256,53,979,571,Other
2341,23,300,47,912,481,Other
2366,18,339,72,870,421,Other
2354,35,361,64,849,391,Other
2330,41,361,230,828,361,Other
2309,40,339,209,807,331,Other
2287,39,319,187,787,301,Other
2241,34,268,150,732,212,Other
2212,31,242,125,700,153,Other
2188,31,182,110,671,95,Other
2172,36,153,94,658,67,Other
2149,37,124,77,646,42,Other
2090,31,42,18,618,67,Other
2073,18,30,5,612,95,Other
2070,9,0,0,607,124,Other
2136,28,30,-3,564,636,Other
2119,21,108,-1,524,607,Other
2118,20,124,11,518,603,Other
2193,36,108,75,592,677,Other
2315,14,234,58,914,752,Other
2087,35,127,78,365,390,Other
2075,40,108,66,335,360,Other
2796,18,272,121,2208,247,Other
2816,19,319,105,2256,306,Other
2947,27,150,29,255,792,Other
2948,27,162,35,277,805,Other
2946,25,192,38,319,834,Other
2934,18,255,42,391,882,Other
2906,11,240,51,616,1106,Other
2739,7,0,0,993,1477,Other
2814,20,150,52,997,1691,Other
2882,17,350,83,938,1911,Spruce
2240,34,466,83,618,752,Other
2252,16,443,110,811,997,Other
2075,9,0,0,1383,722,Other
2111,30,60,33,1409,730,Other
2336,6,342,42,1240,870,Other
2336,8,324,42,1215,840,Other
2336,12,309,42,1190,810,Other
2350,20,285,56,1140,750,Other
2377,16,272,83,1092,690,Other
2335,25,285,41,999,570,Other
2329,23,295,35,977,540,Other
2325,19,309,31,955,510,Other
2346,28,342,52,912,450,Other
2353,21,361,59,891,420,Other
2341,33,361,237,870,390,Other
2318,38,339,214,850,360,Other
2298,37,319,198,830,330,Other
2243,34,258,143,774,240,Other
2228,33,242,128,757,210,Other
2214,31,228,123,741,180,Other
2201,30,218,114,726,150,Other
2188,29,201,101,711,120,Other
2161,33,150,83,685,60,Other
2103,32,60,31,655,30,Other
2072,8,0,0,641,90,Other
2148,34,60,45,591,674,Other
2212,38,108,82,633,700,Other
2317,10,150,60,1003,824,Other
2294,32,108,65,1050,876,Other
2074,34,108,65,361,391,Other
3248,14,212,26,3863,2605,Other
3271,8,420,95,3356,2912,Spruce
2773,7,268,49,1739,430,Spruce
2932,26,150,24,277,845,Other
2929,21,212,37,350,890,Other
2913,17,210,58,511,1040,Other
2806,30,153,51,819,1340,Other
2746,13,30,7,953,1466,Other
2799,20,108,37,981,1677,Other
2339,1,361,-49,67,618,Other
2143,6,0,0,934,684,Other
2144,12,30,-3,955,677,Other
2148,24,60,18,942,631,Other
2270,17,402,183,570,426,Other
2328,12,446,44,1358,942,Other
2331,1,424,37,1333,960,Other
2329,12,384,35,1282,900,Other
2331,15,350,37,1231,841,Other
2331,14,335,37,1207,811,Other
2334,18,323,40,1182,781,Other
2346,25,313,52,1158,751,Other
2362,26,306,68,1134,721,Other
2368,29,300,74,1087,661,Other
2331,30,306,37,1041,601,Other
2322,26,313,28,1019,571,Other
2315,24,323,21,997,541,Other
2315,21,335,21,976,511,Other
2333,26,366,39,933,451,Other
2232,32,234,132,799,242,Other
2216,31,216,116,782,212,Other
2202,30,201,102,767,182,Other
2139,32,108,61,702,42,Other
2117,30,162,93,570,541,Other
2301,26,95,44,1068,882,Other
3233,9,127,11,3949,2583,Other
3235,24,330,20,1930,3503,Spruce
2918,20,127,17,258,872,Other
2910,24,190,55,390,949,Other
2903,22,180,48,469,1041,Other
2900,8,182,57,600,1168,Other
2785,26,120,30,832,1381,Other
2759,18,60,13,886,1431,Other
2753,13,30,7,914,1456,Other
2153,24,0,0,900,741,Other
2143,2,0,0,937,721,Other
2166,27,90,40,892,537,Other
2281,28,408,124,824,1019,Other
2109,25,30,4,1376,789,Other
2106,23,30,7,1385,785,Other
2112,34,60,37,1463,789,Other
2321,14,426,27,1323,932,Other
2319,19,391,25,1273,872,Other
2328,21,351,34,1200,782,Other
2342,28,342,48,1176,752,Other
2360,25,335,66,1153,722,Other
2356,33,330,62,1106,663,Other
2309,26,342,15,1040,573,Other
2304,20,362,10,997,514,Other
2325,23,366,212,955,454,Other
2337,11,342,226,934,424,Other
2315,37,297,204,895,365,Other
2289,41,277,185,876,335,Other
2264,39,255,160,858,306,Other
2224,32,212,124,824,247,Other
2179,27,162,79,778,162,Other
2167,26,153,76,765,134,Other
2146,25,124,59,741,85,Other
2137,29,95,59,731,67,Other
2095,31,42,17,713,67,Other
2078,16,30,2,706,85,Other
2078,9,0,0,700,108,Other
2131,34,150,90,600,514,Other
2091,30,30,16,607,552,Other
2290,30,67,33,1080,907,Other
2203,21,0,0,900,934,Other
2195,26,30,-2,870,904,Other
2162,27,0,0,810,845,Other
2149,19,0,0,780,815,Other
2004,10,0,0,240,285,Other
1990,10,0,0,180,228,Other
3256,16,182,29,4275,2458,Other
3237,8,95,10,4186,2496,Other
3231,8,42,4,4126,2522,Other
2996,27,417,115,832,2657,Spruce
3018,17,134,30,180,1406,Other
2911,15,150,19,295,927,Other
2907,17,170,23,323,942,Other
2899,20,162,44,362,973,Other
2894,14,153,54,582,1189,Other
2889,15,162,53,607,1211,Other
2780,21,108,25,819,1398,Other
2758,16,60,12,875,1448,Other
2367,23,457,7,228,731,Other
2145,9,0,0,907,780,Other
2177,23,95,38,1026,664,Other
2241,27,180,129,741,297,Other
2307,29,365,150,726,779,Other
2304,31,360,147,757,837,Other
2308,29,360,151,792,895,Other
2107,24,0,0,1418,812,Other
2100,27,30,19,1430,811,Other
2108,33,60,31,1448,819,Other
2151,33,120,75,1463,830,Other
2310,28,391,225,1466,942,Other
2317,17,450,23,1340,934,Other
2310,15,433,16,1315,904,Other
2310,17,402,16,1266,845,Other
2314,17,390,20,1242,815,Other
2325,24,379,31,1218,785,Other
2355,17,365,61,1172,726,Other
2360,18,361,66,1149,696,Other
2323,35,361,29,1104,636,Other
2308,30,365,14,1082,607,Other
2291,17,379,-2,1040,547,Other
2322,21,350,209,977,459,Other
2331,15,324,218,957,430,Other
2304,41,277,193,918,371,Other
2278,43,255,167,900,342,Other
2253,41,234,149,882,313,Other
2216,33,192,116,849,256,Other
2199,31,170,99,834,228,Other
2185,28,150,85,819,201,Other
2159,25,124,59,792,150,Other
2124,29,85,37,759,95,Other
2110,30,60,32,750,90,Other
2078,13,0,0,735,108,Other
2165,29,175,97,720,285,Other
2233,26,319,162,735,459,Other
2239,25,342,175,742,488,Other
2217,18,30,-11,930,967,Other
2139,24,0,0,750,789,Other
2106,21,30,3,630,671,Other
2008,3,0,0,270,323,Other
2011,15,30,2,240,295,Other
2006,23,30,2,210,268,Other
3236,11,150,15,3854,2681,Other
2897,10,612,147,1490,888,Other
2833,20,446,82,1634,684,Other
2905,16,108,13,256,939,Other
2899,18,150,15,313,967,Other
2885,18,124,30,350,1015,Other
2880,19,120,25,366,1032,Other
2881,21,120,26,384,1050,Other
2869,22,150,46,644,1276,Other
2376,24,497,16,268,750,Other
2149,9,0,0,916,819,Other
2151,12,30,1,932,808,Other
2267,27,212,155,738,234,Other
2287,35,268,178,684,180,Other
2104,15,0,0,1380,859,Other
2103,4,0,0,1381,853,Other
2102,14,30,-2,1383,849,Other
2095,9,30,-3,1385,845,Other
2101,18,0,0,1388,842,Other
2093,6,0,0,1406,842,Other
2256,28,330,181,1505,926,Other
2328,16,492,34,1381,967,Other
2305,18,458,11,1332,908,Other
2298,29,395,4,1103,612,Other
2287,22,400,167,1082,582,Other
2320,20,324,207,999,466,Other
2319,22,309,206,979,437,Other
2311,35,283,198,960,408,Other
2220,37,192,116,890,295,Other
2203,34,170,99,875,268,Other
2188,31,150,88,860,242,Other
2164,28,108,64,832,192,Other
2126,31,85,35,797,134,Other
2112,28,67,25,787,124,Other
2103,24,42,16,779,120,Other
2080,8,0,0,765,134,Other
2289,36,192,128,782,595,Other
2257,16,0,0,1050,973,Other
2250,17,0,0,1020,990,Other
1997,25,0,0,150,234,Other
3224,8,85,3,3912,2676,Other
2915,8,631,31,1379,1100,Other
2884,2,420,86,2045,808,Other
2946,11,541,82,1670,1189,Other
2895,14,85,11,247,966,Other
2861,23,90,18,474,1168,Other
2155,9,30,-3,942,847,Other
2231,36,182,101,934,474,Other
2247,17,240,135,808,283,Other
2324,13,437,105,696,503,Other
2107,19,30,3,1350,895,Other
2111,17,30,7,1351,883,Other
2107,22,30,6,1355,875,Other
2104,13,0,0,1358,872,Other
2096,8,0,0,1377,872,Other
2324,21,450,243,1473,1008,Other
2335,8,499,256,1423,1001,Other
2327,19,516,33,1398,972,Other
2315,23,499,21,1374,942,Other
2291,10,470,-2,1326,883,Other
2298,18,457,4,1302,853,Other
2341,26,430,47,1233,765,Other
2322,34,420,28,1167,677,Other
2289,29,404,164,1124,618,Other
2277,22,382,152,1103,589,Other
2275,18,361,155,1082,560,Other
2284,24,339,164,1062,532,Other
2296,29,319,176,1041,503,Other
2311,23,300,191,1022,474,Other
2308,27,283,195,1003,446,Other
2293,38,268,180,984,418,Other
2207,35,170,96,916,309,Other
2191,33,150,87,900,283,Other
2164,30,108,64,872,234,Other
2126,32,60,26,836,175,Other
2094,14,30,7,808,150,Other
2087,10,0,0,800,153,Other
2146,27,108,43,780,258,Other
2282,28,306,102,816,560,Other
2283,37,180,122,741,484,Other
2323,15,301,113,932,845,Other
2272,18,30,9,1110,926,Other
2263,13,0,0,1080,939,Other
2261,15,0,0,1050,953,Other
2086,22,0,0,570,626,Other
2073,21,0,0,540,598,Other
2015,12,0,0,330,402,Other
1995,22,0,0,120,234,Other
2872,17,319,115,2213,646,Other
2879,6,361,127,2154,702,Other
2888,10,42,4,212,981,Other
2873,14,85,18,283,1050,Other
2866,14,60,11,319,1082,Other
2859,16,60,4,361,1116,Other
2851,28,60,21,510,1231,Other
2848,32,85,25,564,1273,Other
2842,30,90,30,618,1316,Other
2825,32,90,23,674,1360,Other
2414,7,391,216,402,780,Other
2317,9,390,98,720,351,Other
2106,15,0,0,1320,918,Other
2128,20,60,24,1323,908,Other
2113,17,0,0,1328,902,Other
2297,29,391,222,1476,1006,Other
2324,24,541,245,1416,977,Other
2311,25,525,17,1392,947,Other
2298,22,510,4,1368,918,Other
2289,10,497,-4,1345,888,Other
2291,18,485,-2,1321,859,Other
2327,26,459,33,1253,771,Other
2333,24,454,39,1231,742,Other
2309,32,433,183,1188,684,Other
2280,29,384,155,1146,626,Other
2267,23,361,142,1124,598,Other
2265,20,339,140,1104,569,Other
2273,27,319,153,1084,541,Other
2296,28,277,176,1045,485,Other
2294,32,258,174,1026,457,Other
2279,39,242,166,1008,430,Other
2255,41,228,142,990,402,Other
2234,39,201,121,973,376,Other
2214,37,175,103,957,350,Other
2180,33,127,69,927,300,Other
2138,33,67,38,886,234,Other
2124,33,42,24,875,216,Other
2110,28,30,10,864,201,Other
2100,19,30,0,854,190,Other
2090,7,30,0,845,182,Other
2091,10,0,0,837,180,Other
2094,17,0,0,830,182,Other
2094,17,0,0,824,190,Other
2092,13,0,0,819,201,Other
2275,31,150,65,865,716,Other
2285,18,67,22,1124,886,Other
2261,27,60,4,990,957,Other
2233,31,85,-7,930,983,Other
2149,21,67,21,750,808,Other
2097,26,30,3,570,636,Other
2049,24,0,0,480,552,Other
2016,10,0,0,330,417,Other
3229,8,42,5,4057,2656,Other
3221,3,0,0,3967,2698,Other
3225,31,192,102,3010,3268,Spruce
3146,32,247,-33,1994,3596,Spruce
2801,14,319,50,1761,631,Other
2878,12,361,113,2060,797,Other
2844,18,30,4,417,1195,Other
2829,29,60,6,552,1294,Other
2777,22,42,12,750,1448,Other
2328,5,395,66,182,495,Other
2337,19,437,75,255,641,Other
2264,15,300,152,845,228,Other
2299,23,306,187,808,150,Other
2330,8,360,106,760,108,Other
2115,16,42,5,1293,1008,Other
2104,9,30,-1,1290,977,Other
2122,14,0,0,1299,932,Other
2109,15,0,0,1307,930,Other
2146,40,85,50,1332,938,Other
2290,25,365,214,1436,1020,Other
2342,18,514,261,1458,1012,Other
2326,27,543,241,1434,983,Other
2295,21,537,1,1387,924,Other
2294,23,503,0,1318,837,Other
2306,24,495,12,1296,808,Other
2298,30,417,172,1209,693,Other
2271,28,366,145,1167,636,Other
2258,24,342,133,1146,607,Other
2253,22,319,128,1126,579,Other
2260,29,297,135,1106,552,Other
2271,33,277,151,1087,524,Other
2273,37,234,153,1050,470,Other
2242,38,201,129,1015,417,Other
2169,32,108,58,953,319,Other
2153,32,85,42,939,297,Other
2139,31,67,35,926,277,Other
2100,23,0,0,874,212,Other
2100,19,0,0,849,228,Other
2336,32,247,175,832,488,Other
2262,31,90,52,860,649,Other
2324,21,210,114,924,752,Other
2280,20,67,17,1020,916,Other
2027,12,0,0,420,510,Other
2021,13,0,0,360,458,Other
2838,18,424,88,1679,780,Other
2846,16,258,89,2230,644,Other
2852,19,277,100,2200,671,Other
2868,9,330,103,2083,780,Other
2885,12,331,87,1965,892,Other
2876,8,30,0,182,1048,Other
2843,8,0,0,350,1182,Other
2830,13,0,0,430,1237,Other
2807,24,30,5,626,1379,Other
2361,22,430,109,319,696,Other
2158,11,0,0,981,738,Other
2162,16,30,9,993,752,Other
2302,31,277,164,984,424,Other
2328,8,331,104,785,108,Other
2326,8,335,102,782,134,Other
2115,18,30,5,1273,1073,Other
2116,2,30,0,1266,1048,Other
2110,9,0,0,1261,1025,Other
2106,8,0,0,1260,1015,Other
2107,7,0,0,1260,1006,Other
2116,16,0,0,1273,960,Other
2106,13,0,0,1277,960,Other
2326,25,430,253,1437,1073,Other
2346,10,488,270,1466,1048,Other
2339,21,518,264,1476,1019,Other
2310,27,551,152,1429,960,Other
2296,22,537,138,1406,931,Other
