Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
466,government+policy,2016-02-16,Cantillon: Fitch gives Ireland a vote of approval," Bank moves benchmark rate below zero to revive economy amid volatility   
            "
467,government+policy,2016-02-15,FG economic plan: Do the numbers add up?,"   Concern about external risks has bank forecasting strong but slower growth in 2017 
            "
468,government+policy,2016-02-15,"BoE cuts growth outlook, policymaker drops rate hike call","   Downing Street backs chancellor over tax settlement after initial hesitation 
            "
469,government+policy,2016-02-12,Bank of Japan stuns markets with negative rate surprise," Regulator forecasts growth for 2016 of almost 5% but notes growing uncertainty over China and market turbulence   
            "
470,government+policy,2016-02-10,"Irish economy to grow 4.8% in 2016, says Central Bank"," Vying with host of world and business leaders, Kenny and IDA chief are in diplomatic overdrive    
            "
471,government+policy,2016-02-06,George Osborne faces fresh quiz over £130m Google tax deal," Cost of borrowing could rise short-term if vote leads to  political uncertainty, says bank   
            "
472,government+policy,2016-02-04,Central Bank says money for tax cuts should go towards deficit," Mario Draghi promises a March review of monetary policy   
            "
473,government+policy,2016-02-04,Ireland fights to sell positive story despite gloomy mood at Davos ," Report emerges as Fine Gael  set to campaign on election plan for shelving  universal levy   
            "
474,government+policy,2016-01-29,Danske warning over ‘muddled’ election outcome," Fears as Chinese growth slows to rates not seen          for 25 years   
            "
475,government+policy,2016-01-27,ECB  opens door to lower rates as ‘downside risks’ flagged," After years of double-expansion, China is now getting used to more moderate growth   
            "
476,government+policy,2016-01-27,International Monetary Fund opposes further USC cuts," Reservations over estimates based on ‘strong but volatile’ corporate tax receipts
            "
477,government+policy,2016-01-26,IMF warns  global economic growth could be derailed,"   The Chinese government is trying to sell the idea of slower, consumption and services-based growth 
            "
478,government+policy,2016-01-22,Chinese economic growth at lowest level in 25 years," As Asian economies grow, demand for goods and services from Europe will increase   
            "
479,government+policy,2016-01-22,Brussels anxious over increased Government spending," Free movement of cash  cannot be sustained  when the  costs are so devastating   
            "
480,government+policy,2016-01-21,China is facing into a period of  painful economic adjustments ," The Central Bank governor spoke to Arthur Beesley, economics editor of The  Irish Times   
            "
481,government+policy,2016-01-20,Exporters look to Europe while waiting for the world to change," Interview: Mortgage limits may go up or down but the new era of credit control is here to stay, says governor of the Central Bank Philip Lane   
            "
482,government+policy,2016-01-20,Whisper it: capital controls might be on the way back," Shares fell more than 7% in 30 minutes, but policy response not welcomed   
            "
483,government+policy,2016-01-19,Philip Lane interview: edited transcript," General election and possible Brexit will be key determinants of economic health in 2016    
            "
484,government+policy,2016-01-18,Governing hand: Philip Lane takes charge of Central Bank in recovering economy," Total amount of Anglo Irish debt disposed of by Central Bank this year is €2bn   
            "
485,government+policy,2016-01-15,Chinese ‘circuit-breakers’ prove too problematic for troubled market," Necessity for urgent action  clear   
            "
486,government+policy,2016-01-11,Testing times ahead for nascent economic recovery," Agency will also have to deal with massive portfolio and banks bursting with liquidity   
            "
487,government+policy,2016-01-11,Central Bank sells off another €500m of Anglo’s legacy debts," Devolved government has brought peace but it has not yet brought economic stability   
            "
488,government+policy,2016-01-08,Developers waiting to make a killing threaten recovery," Irish Central Bank among heaviest buyers in crisis years    
            "
489,government+policy,2016-01-08,First rate rise in 9 years to test Fed’s new tools,"   NTMA chief Conor O’Kelly knows he took over at a good time, but is  aware of how quickly things change 
            "
490,government+policy,2016-01-07,John FitzGerald: Crucial for North that UK stays in EU," UK borrowing costs at record low since 2009   
            "
491,government+policy,2015-12-30,Euro zone central banks printed billions of euros before QE," Credit rating agency says departure from targets could lead to ‘negative’ action   
            "
