Economical_ID,Name_Economical,Date_Economical,Headline_Economical,Description_Economical
734,Economic growth,2016-10-02,"Analysis: As hard-exit looms for the UK, the Irish focus now is on a ‘Brexit-proofed’ Budget"," Theresa May’s announcement has led to sterling falling again, now trading at over 87p against the euro   
            "
735,Economic growth,2016-09-30,Value of global M&A falls 27% year on year  in third quarter," Fear of overpaying cools mergers and acquisitions activity to $753 billion in quarter    
            "
736,Economic growth,2016-09-28,Ireland rises to 23rd place in competitiveness rankings," Country is now ranked the eighth most competitive economy in the euro zone   
            "
737,Economic growth,2016-09-28,Bank of England governor says growth slowing after Brexit," Signal that another interest rate cut is on the cards later this year   
            "
738,Economic growth,2016-09-28,London Briefing: Services figures key to portrait of post-Brexit UK," Raft of economic data promises to give clearer picture of referendum impact   
            "
739,Economic growth,2016-09-26,Three in four UK chief executives consider post-Brexit move abroad," KPMG survey of 100 chief executives finds 86 confident about company growth prospects    
            "
740,Economic growth,2016-09-24,"Budget plan to help first-time buyers will backfire, warns economist"," Ronan Lyons says tax relief for those struggle to buy property will only increase prices   
            "
741,Economic growth,2016-09-23,Green investment to boost global economy - Bank of England governor ," €45 trillion investment needed in energy efficiency to meet UN global warming targets   
            "
742,Economic growth,2016-09-21,Federal Reserve leave rates unchanged but see case for increase," US central bank committee vote 7-3 to hold rates in place until December meeting   
            "
743,Economic growth,2016-09-21,OECD warns governments of ‘low-growth trap’," Global growth set to remain at about 3 per cent this year and next   
            "
744,Economic growth,2016-09-21,Is Bank of Japan’s move on inflation just more desperation? ," All eyes now on the US Fed, which is to announce a decision on interest rates   
            "
745,Economic growth,2016-09-21,"Mortgage rules likely to hit supply of new homes, warns ESRI"," Body predicts a fall in house prices,  reduced profits in construction and fewer units completed   
            "
746,Economic growth,2016-09-19,"State’s AIB  sale may drag beyond first half of 2017,  EU Commission says","  Government urged to manage finances prudently amid economic uncertainties   
            "
747,Economic growth,2016-09-19,Irish property prices may be rising more quickly than  thought ," New property price index from CSO likely to have significant revisions, says analyst   
            "
748,Economic growth,2016-09-19,Brexit: ‘The unknowns outnumber the knowns’ ," Ibec pares back  economic forecasts amid uncertainty over long-term impact of Brexit   
            "
749,Economic growth,2016-09-16,Apple row underlines why corporates need  foreign policy ," Media proliferation means  the actions of  firms are increasingly under the microscope   
            "
750,Economic growth,2016-09-13,Brexit could darken already grim financial picture," Belfast Briefing: Northern Ireland Economic Outlook shows sharply slowed growth even before Brexit    
            "
751,Economic growth,2016-09-10,Patrick Honohan:  Ireland’s embrace of  globalisation  defines us," State   has relied on sectors that have benefited from Irish tax system for 50 years   
            "
752,Economic growth,2016-09-08,Cheaper transport costs drive consumer prices lower again," Latest  figures from Central Statistics Office point to  annual rate of deflation of 0.1%   
            "
753,Economic growth,2016-09-08,What to watch out for in today’s ECB rates meeting," The markets will seek clues on plans to boost the euro zone economy   
            "
754,Economic growth,2016-09-08,German growth expected to halve in 2017 as Brexit bites," Think tank slashes 2017 growth outlook to 1 per cent   
            "
755,Economic growth,2016-09-08,British rebound after Brexit vote extends to housing and jobs," UK firms add permanent staff and spend more on temporary workers   
            "
756,Economic growth,2016-09-06,Modest rise in housing supply but still well below target level," Study by Property Industry Ireland suggests construction rate failing to meet demand   
            "
757,Economic growth,2016-09-02,Slowdown in US new jobs may work against Fed rate rise," Data shows 151,000 workers added to payrolls of US companies in August   
            "
758,Economic growth,2016-09-01,UK factory activity rebounds after  sterling slump ," Factories recover from shock of June’s Brexit vote   
            "
759,Economic growth,2016-08-31,German jobless rate continues to decline despite Brexit," Unemployment remains at record low of 6.1 per cent in Europe’s powerhouse economy   
            "
760,Economic growth,2016-08-30,UK salaries weaken in aftermath of Brexit vote," Companies advertise more contract positions as they resist committing to permanent hiring   
            "
761,Economic growth,2016-08-30,Unemployment remains unchanged at 8.3%," Figures show youth unemployment stands at 17.1%, down from 17.7% a year ago   
            "
762,Economic growth,2016-08-29,US consumer spending rises in July; inflation remains tame," Demand for automobiles lifts spending, paves way for Fed interest rate rise this year   
            "
763,Economic growth,2016-08-28,"US interest rate increase case compelling, says Fed figure"," Trends for US employment and inflation are in right direction, says rate setter   
            "
764,Economic growth,2016-08-26,Fed’s Janet Yellen says case for US rate hike has strengthened," Case bolstered by improving labour market conditions  and economic growth expectations    
            "
