News_ID,CompanyName_News,Date_News,Headline_News,Description_News
548,AIB,2017-07-29,Brian Cowen gives EU both barrels over bailout crisis," Business Week: also in the news were housing, Brexit and a slew of banking updates
"
549,AIB,2017-07-27,AIB profits rise 12% as bank ‘re-estimates’ restructured loans," Operating profit hits €814m as level of bad loans falls to €7.8bn from 2013 peak of €29bn
"
550,AIB,2017-07-26,Cairn shares up marginally after stock exchange debut," Housebuilder has land bank of 12,600 units, over 91% of which is in the Dublin area
"
551,AIB,2017-07-26,AIB scraps plans to offshore IT roles to India," Irish bank considers offshoring move with Wipro too risky in view of current backdrop
"
552,AIB,2017-07-25,Solid company updates lift investor confidence," European shares advance as miners and banks gain ground
"
553,AIB,2017-07-25,Newly listed Greencoat Renewables raises €270 million in its IPO," Firm said demand from investors down to State’s ‘ambitious’ 2020 energy targets
"
554,AIB,2017-07-24,European shares dip on Ryanair and German car concerns," Iseq down in third straight session of decline
"
555,AIB,2017-07-21,Paddy Power Betfair dips in Dublin and London," Market report: Signs of weak summer ticket prices make investors wary of airlines
"
556,AIB,2017-07-20,Greencoat raises €270m in IPO backed by State fund and AIB," Wind energy firm to float in Dublin and London on July 25th
"
557,AIB,2017-07-19,World stocks buoyed by positive corporate earnings," In Dublin, INM shares take a hammering after company issues profit warning
"
558,AIB,2017-07-18,US banks push global indices lower," Bank of Ireland suffers on back of poor results from Goldman Sachs and Bank of America
"
559,AIB,2017-07-18,Cairn Homes to list in Dublin next week as Iseq’s 11th largest company," Irish bourse facing busy week as Greencoat Renewables expected to float on July 25th
"
560,AIB,2017-07-17,Narrowing pension gap boosts Bank of Ireland dividend hopes," Improvement puts bank in good position to restart dividends, says analyst
"
561,AIB,2017-07-14,Listing on Irish Stock Exchange nets $9bn for Saudi Arabia," ISE’s official statistics for second quarter show there were 2,886 new bond listings
"
562,AIB,2017-07-12,Dovish US Fed statement cheers markets," Yellen signals no rate rises just yet as US inflation stalls
"
563,AIB,2017-07-10,Kerry Group sparkles in Dublin as European markets advance," Financials, miners and technology stocks recover some of the ground lost recently
"
564,AIB,2017-07-09,Fitch highlights problem loans as new BoI shares get set for trading," Level of non-performing loans in Irish banks three times higher than euro area average
"
565,AIB,2017-07-08,Bank of Ireland’s new share price set at €7.38," Reverse share split cuts outstanding shares by 97% and is part of a broader restructuring
"
566,AIB,2017-07-07,‘Irish Times’ Business Person of the Month: Bernard Byrne," Byrne has been instrumental in the turnaround of AIB over the past six years
"
567,AIB,2017-07-06,European stocks fall on ECB bond stance," Smurfit Kappa tumbles 2.73% after Goldman Sachs analysts downgrade the stock
"
568,AIB,2017-07-06,State proceeds from AIB stake sale confirmed at maximum €3.4bn," AIB shares have continued to perform well since IPO closing at €5.121 on Wednesday
"
569,AIB,2017-07-06,AIB expands voluntary redundancy plan for managers," Between 160 and 200 employees expected to leave bank by end of year
"
570,AIB,2017-07-05,AIB issues warrants to State to avoid stocks embarrassment," Bank gives Government the option to buy back stake if its share price surges
"
571,AIB,2017-07-05,Rally in financials lifts European stocks," In Dublin, food group Kerry jumps on foot of bullish note from Deutsche Bank
"
572,AIB,2017-07-04,More than a million sq ft of Dublin office space rented in Q2," Knight Frank study cites 30% increase in office take-up in first six months of 2017
"
573,AIB,2017-07-04,AIB moves on distressed UK debt management group," Fairpoint Group says AIB’s UK arm has assigned debt it owes to Doorway Capital
"
574,AIB,2017-07-04,Yield-hungry investors fall for the ‘free dividends fallacy’," Many investors wrongly think of dividends as offering a bond-like income stream
"
575,AIB,2017-07-03,AIB tops €5 as banks globally surge ahead," Applegreen and Providence also enjoy gains
"
576,AIB,2017-07-03,No immediate plans to sell bank shares - Paschal Donohoe," Brian Hayes calls for sale of BoI shares with proceeds to go toward ‘rainy day fund’
"
577,AIB,2017-06-30,AIB to issue only digital statements from end of August," Bank will allow customers to switch back to paper statements if they arrange to do so
"
578,AIB,2017-06-30,European shares wobble on hangover from central bankers’ hawkish comments," AIB continues to strengthen as Irish market outperforms
"
579,AIB,2017-06-30,Inside Project Viking: Anatomy of deal to float AIB," The full story of Europe’s largest IPO so far this year
"
580,AIB,2017-06-29,Wall Street tech sell-off offsets US bank investors’ windfall," European shares fall most in nine months following hawkish signals from ECB and Fed
"
581,AIB,2017-06-29,Bank of Ireland to complete share restructuring next week," Bank needs final court approval for new holding company and share consolidation
"
582,AIB,2017-06-28,Iseq finishes down but in US financial stocks lead a broad rally," Bank stocks prop up European markets as Draghi plays down interest rate fears
"
583,AIB,2017-06-27,AIB shares dip as normal stock market trading resumes," Cantor Fitzgerald places €5.05 12-month price target on bank’s shares
"
584,AIB,2017-06-27,AIB will review international expansion plans after three years," Government doesn’t interfere in strategic direction of the bank CEO says, despite still holding 70% stake after last week’s IPO
"
585,AIB,2017-06-27,Oil falls into a bear market – is this the apoc-oil-ypse?," StockTake: the most stress-free job, FOMO for AIB, and beware your psycho CEO
"
586,AIB,2017-06-27,AIB is not the first instance of ‘eejit trade’," Recent trading in AIB just the latest example of how clueless traders can inflate stocks
"
587,AIB,2017-06-26,AIB shares rise more than 2% in Dublin on second day of trading," Permanent TSB shares also rose but Bank of Ireland finished lower
"
588,AIB,2017-06-26,Europe rallies as Italy winds up failed banks," Iseq closes up 0.14 per cent as AIB heads to the top of the class
"
589,AIB,2017-06-26,"No evidence of another Irish housing bubble, IMF says"," Washington-based fund says Irish property market requires ‘close monitoring’
"
590,AIB,2017-06-24,Sale of AIB a significant milestone on State’s road to recovery," Business Week: Brexit talks begin, top 1000 companies, and repossessions increase
"
591,AIB,2017-06-24,The long and winding road to AIB’s flotation," It’s taken years for the bank to regain investors’ trust, and the IPO is a huge milestone
"
592,AIB,2017-06-23,State recoups €3.4bn after selling over 25% stake in AIB," AIB shares rise 5.7% following Europe’s largest IPO this year
"
593,AIB,2017-06-23,"Thousands of small investors spend average of €46,150 each on AIB shares"," Small investors had to commit at least €10,000 in IPO
"
594,AIB,2017-06-23,"A year after Brexit vote, European and UK shares diverge"," Iseq closes lower with BoI and Permanent TSB losing out as investors flock to AIB
"
595,AIB,2017-06-23,Using AIB proceeds to pay down debt best idea regardless of EU rules - Donohoe," Minister for Finance pointed to ‘uncertainty and risks’ in other parts of world
"
596,AIB,2017-06-23,AIB chief tells staff they should be ‘very proud’ on IPO day," Bernard Byrne recalls ‘difficult decisions’ as AIB returns to main stock markets
"
597,AIB,2017-06-23,Q&A: ‘What you need to know about AIB’s IPO," Will the State recover the €20.8bn the bank owes the taxpayers, and other questions
"
598,AIB,2017-06-23,AIB floats at 56% higher market value than Bank of Ireland," Value of bank set at €11.94bn with shares in IPO pitched at €4.40 each
"
599,AIB,2017-06-22,European health stocks halt two-day losses in markets," Bank of Ireland, one of Iseq’s strongest performers, trades up in Dublin ahead of AIB flotation
"
600,AIB,2017-06-22,State on track for €2.99bn payday as AIB IPO prices," Pricing at €4.40 per share gives bank an €11.9bn market value
"
601,AIB,2017-06-22,"IDA ‘confident’ of Brexit investments pipeline, banking event told"," Conference hears Ireland should be wary of Macron-inspired renewed ‘zeal for Europe’
"
602,AIB,2017-06-21,Demand for AIB shares from public well below early speculation," Price range of IPO narrowed to €4.30 to €4.50 on Wednesday
"
603,AIB,2017-06-21,Financials weigh on European shares while oil drags US markets," Ireland’s benchmark index drops marginally, performs better than Europe’s Stoxx 600
"
604,AIB,2017-06-20,State tightens price range for AIB IPO as deal nears," Maximum taxpayer proceeds from 28.8% stake sale dips to €3.6bn from €3.8bn
"
605,AIB,2017-06-19,Bank of Ireland shares lose ground as investors’ eyes switch to AIB," Bank’s loan book more directly exposed to Brexit than that of AIB
"
606,AIB,2017-06-17,Donohoe takes reins from Noonan as vultures circle," Business Week: Sale of AIB, Brexit latest – and no housing bubble to see here
"
607,AIB,2017-06-17,"Funding of Dublin apartment schemes viable again, AIB says"," Bank is in talks with developers of projects in Cherrywood, Dundrum and docklands
"
608,AIB,2017-06-16,Amazon’s $13.7bn takeover of Whole Foods jitters the markets," Busy day of trading in Dublin as UDG Healthcare enjoys strong performance
"
609,AIB,2017-06-16,AIB settled Citigroup dispute over Rusnak at fraction of $872m claim," AIB reached settlement with US bank in January 2016 on undisclosed terms
"
610,AIB,2017-06-16,Big read: Irish banks plot loan sales as ECB turns up heat," Bad loans endgame looms as new sheriff in town lays down law to Irish banks
"
611,AIB,2017-06-15,Irish fintech firm Assure Hedge receives UK regulatory boost," Regulators globally are seeking greater oversight of ‘disruptive’ financial technology
"
612,AIB,2017-06-15,Masding given a pass as Dáil committee takes time out for Leo," Permanent TSB boss told he needn’t turn up for a grilling on bank practices until autumn
"
613,AIB,2017-06-14,Union wants AIB profit-share deal back on the table," Bank staff should share in profits after IPO, says FSU general secretary Larry Broderick
"
