Tech_ID,Name_Tech,Date_Tech,Headline_Tech,Description_Tech
569,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
570,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
571,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
572,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
573,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
574,level+of+innovation,2019-06-07,Will the Irish economy go Dutch after Brexit?," State visit next week of king lays groundwork for deeper economic co-operation
            "
575,level+of+innovation,2019-05-30,Exports by Enterprise Ireland clients reach record high," Majority of markets, including UK, grew in 2018 despite Brexit and trade uncertainty
            "
576,level+of+innovation,2018-11-19,‘Smart Atlantic way’ could narrow east-west economic divide – report," Finnish Helsinki region and Scottish highlands already providing models
            "
577,level+of+innovation,2018-11-06,Shanghai expo sends clear message to Trump," Huge trade fair invites foreign companies to showcase goods to Chinese consumers
            "
578,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
579,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
580,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
581,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
582,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
583,level+of+innovation,2019-06-07,Will the Irish economy go Dutch after Brexit?," State visit next week of king lays groundwork for deeper economic co-operation
            "
584,level+of+innovation,2019-05-30,Exports by Enterprise Ireland clients reach record high," Majority of markets, including UK, grew in 2018 despite Brexit and trade uncertainty
            "
585,level+of+innovation,2018-11-19,‘Smart Atlantic way’ could narrow east-west economic divide – report," Finnish Helsinki region and Scottish highlands already providing models
            "
586,level+of+innovation,2018-11-06,Shanghai expo sends clear message to Trump," Huge trade fair invites foreign companies to showcase goods to Chinese consumers
            "
587,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
588,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
589,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
590,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
591,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
592,level+of+innovation,2019-06-07,Will the Irish economy go Dutch after Brexit?," State visit next week of king lays groundwork for deeper economic co-operation
            "
593,level+of+innovation,2019-05-30,Exports by Enterprise Ireland clients reach record high," Majority of markets, including UK, grew in 2018 despite Brexit and trade uncertainty
            "
594,level+of+innovation,2018-11-19,‘Smart Atlantic way’ could narrow east-west economic divide – report," Finnish Helsinki region and Scottish highlands already providing models
            "
595,level+of+innovation,2018-11-06,Shanghai expo sends clear message to Trump," Huge trade fair invites foreign companies to showcase goods to Chinese consumers
            "
596,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
597,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
598,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
599,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
600,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
